Date,U.S. Exports of Crude Oil and Petroleum Products (Thousand Barrels),U.S. Exports of Crude Oil (Thousand Barrels),U.S. Exports of Natural Gas Liquids and Liquid Refinery Gases (Thousand Barrels),U.S. Exports of Pentanes Plus (Thousand Barrels),U.S. Exports of Liquified Petroleum Gases (Thousand Barrels),U.S. Exports of Ethane-Ethylene (Thousand Barrels),U.S. Exports of Propane and Propylene (Thousand Barrels),U.S. Exports of Normal Butane-Butylene (Thousand Barrels),U.S. Exports of Isobutane-Isobutylene (Thousand Barrels),U.S. Exports of Other Liquids (Thousand Barrels),U.S. Exports of Other Hydrocarbons/Oxygenates (Thousand Barrels),U.S. Exports of Oxygenates (excluding Fuel Ethanol) (Thousand Barrels),U.S. Exports of MTBE (Thousand Barrels),U.S. Exports of Other Oxygenates (Thousand Barrels),U.S. Exports of Renewable Fuels (including Fuel Ethanol) (Thousand Barrels),U.S. Exports of Fuel Ethanol (Thousand Barrels),U.S. Exports of Biomass-Based Diesel Fuel (Thousand Barrels),U.S. Exports of Unfinished Oils (Thousand Barrels),U.S. Exports of Naphthas and Lighter (Thousand Barrels),U.S. Exports of Kerosene and Light Oils (Thousand Barrels),U.S. Exports of Gasoline Blending Components (Thousand Barrels),U.S. Exports of Reformulated Gasoline Blending Components (Thousand Barrels),U.S. Exports of Conventional Gasoline Blending Components (Thousand Barrels),U.S. Exports of Aviation Gasoline Blending Components (Thousand Barrels),U.S. Exports of Finished Petroleum Products (Thousand Barrels),U.S. Exports of Finished Motor Gasoline (Thousand Barrels),U.S. Exports of Reformulated Motor Gasoline (Thousand Barrels),U.S. Exports of Conventional Motor Gasoline (Thousand Barrels),U.S. Exports of Aviation Gasoline (Thousand Barrels),U.S. Exports of Kerosene-Type Jet Fuel (Thousand Barrels),U.S. Exports of Kerosene (Thousand Barrels),U.S. Exports of Distillate Fuel Oil (Thousand Barrels),"U.S. Exports of Distillate Fuel Oil, 0 to 15 ppm Sulfur (Thousand Barrels)","U.S. Exports of Distillate Fuel Oil, Greater than 15 to 500 ppm Sulfur (Thousand Barrels)","U.S. Exports of Distillate Fuel Oil, Greater Than 500 ppm Sulfur (Thousand Barrels)",U.S. Exports of Residual Fuel Oil (Thousand Barrels),U.S. Exports of Naphtha for Petrochemical Feedstock Use (Thousand Barrels),U.S. Exports of Other Oils for Petrochemical Feedstock Use (Thousand Barrels),U.S. Exports of Special Naphthas (Thousand Barrels),U.S. Exports of Lubricants (Thousand Barrels),U.S. Exports of Waxes (Thousand Barrels),U.S. Exports of Petroleum Coke (Thousand Barrels),U.S. Exports of Asphalt and Road Oil (Thousand Barrels),U.S. Exports of Miscellaneous Petroleum Products (Thousand Barrels),
Aug-2004,33816,409,1227,33,1194,0,813,382,,1778,1000,,757,243,,,,,,,778,,778,,30402,3897,5,3892,,1600,134,3732,,1758,1974,6981,0,,995,1000,112,11164,237,550,
Sep-2004,28834,1040,1376,71,1305,0,776,530,,1450,873,,605,268,,,,,,,577,,577,,24969,2364,7,2357,,2314,345,2633,,881,1753,7617,0,,496,1154,143,7669,189,44,
Oct-2004,33409,786,988,70,918,0,764,154,,1607,621,,404,217,,,,,,,985,,985,,30027,3905,7,3898,,1566,104,3129,,743,2386,7166,0,,1267,955,142,11597,152,43,
Nov-2004,29749,1253,989,94,895,0,774,121,,1854,798,,481,317,,,,,,,1055,,1055,,25652,4432,7,4425,,1641,30,3056,,1114,1941,4618,0,,1124,1179,140,9152,202,79,
Dec-2004,39790,933,1835,76,1759,0,903,856,,2467,1100,,734,366,,,,,,,1367,,1367,,34555,5688,8,5680,,2579,17,5468,,1686,3782,6913,0,,402,1249,137,11840,206,55,
Jan-2005,28417,1239,1097,80,1017,0,882,135,,1906,1353,,1000,353,,,,,,,554,,554,,24175,4538,34,4503,,878,5,1521,,489,1032,6199,0,,490,956,131,9096,323,38,
Feb-2005,35173,541,1720,72,1648,0,980,668,,1107,694,,417,277,,,,,,,413,,413,,31806,3848,11,3838,,1875,1,2866,,1288,1578,10010,0,,804,1155,125,10446,287,389,
Mar-2005,40553,1111,1745,154,1592,0,1049,542,,2516,914,,549,365,,,,,,,1602,,1602,,35181,4413,471,3943,,2235,93,5122,,1750,3371,9337,0,,1006,1377,165,11179,187,69,
Apr-2005,39886,1345,1884,143,1741,0,1127,614,,2844,1199,,898,301,,,,,,,1645,,1645,,33813,3406,495,2911,,2927,561,5751,,1318,4433,9290,0,,438,1556,113,9456,226,88,
May-2005,42769,1694,2032,247,1785,0,1223,562,,2194,1367,,984,382,,,,,,,828,,828,,36849,5517,480,5037,,3575,7,6161,,1487,4675,9314,0,,614,1149,154,9823,388,145,
Jun-2005,44312,640,1879,211,1668,0,1252,416,,2265,1580,,1312,267,,,,,,,685,,685,,39528,4412,158,4254,,2040,1,6813,,1537,5276,9793,0,,485,1431,114,13625,417,395,
Jul-2005,39036,1058,2455,278,2177,0,1218,958,,1864,1176,,906,270,,,,,,,688,,688,,33658,4595,704,3891,,1428,2,5860,,1202,4658,8293,0,,514,991,126,11130,363,356,
Aug-2005,40160,531,2480,265,2216,0,1253,962,,2270,1741,,1424,317,,,,,,,529,,529,,34878,4865,328,4536,,1706,19,5062,,1873,3189,7563,0,,746,1250,138,12887,593,49,
Sep-2005,25305,727,1436,152,1285,0,965,319,,1661,1405,,1079,325,,,,,,,256,,256,,21481,2860,584,2276,,469,70,3233,,1317,1916,4234,0,,724,1005,164,7977,382,363,
Oct-2005,26478,530,1732,136,1596,0,1354,242,,1467,1172,,888,284,,,,,,,296,,296,,22748,2485,460,2025,,351,9,3388,,420,2968,4140,0,,925,986,143,9784,319,220,
Nov-2005,28818,1445,1571,446,1125,0,1007,118,,1465,1258,,969,289,,,,,,,207,,207,,24337,2875,429,2445,,1068,7,2752,,954,1798,6048,0,,328,1120,159,9720,224,36,
Dec-2005,34282,759,1700,211,1489,0,1371,118,,1766,1325,,1007,317,,,,,,,441,,441,,30058,5657,538,5120,,651,9,2003,,709,1294,7330,0,,567,1709,172,11696,235,28,
Jan-2006,32837,849,2217,255,1962,0,1536,425,,1553,1307,,1080,228,,,,,,,245,,245,,28219,3117,468,2649,,742,6,3814,,1652,2163,5509,0,,305,1689,171,12126,374,365,
Feb-2006,35721,415,3400,239,3161,0,2881,280,,1171,960,,716,244,,,,,,,211,,211,,30735,3407,322,3085,,712,7,4371,,2072,2299,6976,0,,300,1164,157,12864,352,423,
Mar-2006,36256,903,2531,198,2334,0,2031,302,,1789,1372,,1049,323,,,,,,,417,,417,,31033,5147,429,4719,,1105,6,3715,,2176,1539,7478,0,,544,1587,172,10848,344,86,
Apr-2006,41954,794,2681,256,2424,0,1733,691,,3489,3218,,2779,439,,,,,,,271,,271,,34991,3802,500,3302,,1263,5,6001,,2169,3832,9013,0,,563,1191,146,12319,319,368,
May-2006,41845,829,1594,327,1267,0,1032,235,,2492,2393,,2035,358,,,,,,,99,,99,,36931,5268,766,4502,,1005,6,7090,,2454,4637,7375,0,,675,2065,150,12869,388,40,
Jun-2006,40025,987,1901,360,1541,0,788,752,,3120,2904,,2599,305,,,,,,,215,,215,,34017,4486,317,4169,,1005,4,5599,,1303,4296,9675,0,,116,1838,109,10411,426,347,
Jul-2006,43000,414,1520,332,1188,0,800,388,,3319,2978,,2690,288,,,,,,,341,,341,,37747,5150,504,4646,,1050,4,7163,,903,6259,9482,0,,649,1721,116,11572,789,51,
Aug-2006,38902,472,1708,467,1241,0,915,326,,3737,3573,,3253,320,,,,,,,164,,164,,32985,2817,403,2413,,1518,4,5908,,1562,4346,8226,0,,353,1801,135,11100,660,462,
Sep-2006,46626,631,1343,395,948,0,732,215,,2486,2173,,1883,290,,,,,,,314,,314,,42166,4114,381,3733,,1789,228,13672,,5169,8502,10589,0,,991,1937,141,8269,405,31,
Oct-2006,46701,1152,1932,431,1501,0,1320,181,,2240,2179,,1822,358,,,,,,,60,,60,,41378,4746,401,4345,,1724,122,9015,,434,8581,10885,0,,195,1648,156,12464,399,24,
Nov-2006,40594,714,1806,410,1396,0,1303,93,,1607,1442,,1104,338,,,,,,,165,,165,,36467,4873,486,4387,,1481,417,7545,,2158,5387,10328,0,,42,1450,143,9719,445,22,
Dec-2006,36099,839,2136,491,1646,0,1428,217,,2105,1711,,1303,408,,,,,,,394,,394,,31019,4838,559,4280,,1477,318,4614,,1299,3315,7674,0,,355,1858,161,9009,502,212,
Jan-2007,44812,294,2929,434,2495,0,2408,87,,1659,1546,,1021,524,,,,,,,113,,113,,39930,3484,650,2835,,1213,750,7847,,2301,5546,9437,0,,346,1655,138,14451,324,284,
Feb-2007,37791,703,2121,278,1843,0,1516,327,,2365,2243,,1713,530,,,,,,,123,,123,,32602,5369,11,5357,,870,354,5665,,1992,3674,6982,0,,464,1811,126,10161,452,348,
Mar-2007,39509,1047,2234,349,1886,0,1590,296,,3012,2745,,2346,399,,,,,,,267,,267,,33216,5367,16,5351,,1631,15,4791,,1908,2883,9951,0,,967,1446,160,8293,480,116,
Apr-2007,40795,573,1506,297,1209,0,783,427,,2071,1731,,1310,421,,,,,,,340,,340,,36645,3479,12,3467,,1024,108,5016,,1779,3237,11729,0,,705,1919,118,11905,384,259,
May-2007,44665,1117,2107,322,1785,0,924,861,,3829,3326,,2833,493,,,,,,,503,1,502,,37612,3122,179,2943,,602,299,7028,,3376,3652,11663,0,,792,2046,178,11158,376,350,
Jun-2007,39941,1565,2057,338,1719,0,764,955,,2081,1652,,1216,436,,,,,,,429,0,429,,34238,2624,15,2609,,754,444,7541,,4840,2701,8066,0,,445,2036,177,11549,570,32,
Jul-2007,46677,822,2652,452,2200,0,1167,1032,,2559,2125,,1569,556,,,,,,,434,1,434,,40644,2759,19,2741,,1641,645,7583,,5905,1678,10445,0,,190,1897,134,14212,772,368,
Aug-2007,45968,1307,1563,377,1185,0,768,418,,3445,2188,,1842,346,,,,,,,1257,1,1256,,39654,3321,1311,2010,,826,90,9749,,8368,1381,12013,0,,666,1722,185,10137,840,105,
Sep-2007,40827,1013,1322,332,991,0,632,359,,2618,2256,,1696,560,,,,,,,362,2,360,,35874,2432,152,2280,,1257,326,8345,,7117,1228,10506,0,,230,2065,159,10121,407,26,
Oct-2007,41079,337,1126,436,690,0,631,60,,2913,2108,,1682,426,,,,,,,806,0,806,,36703,3443,773,2670,,1017,15,8593,,6948,1645,9446,0,,81,1799,155,10982,816,355,
Nov-2007,53000,603,3568,589,2979,0,2920,59,,2740,1915,,1550,365,,,,,,,825,,825,,46089,4562,1207,3355,,2750,26,13105,,10098,3007,9740,0,,798,1683,148,12389,787,101,
Dec-2007,47814,626,2398,572,1826,0,1398,428,,2757,2180,,1685,494,,,,,,,578,0,578,,42032,6406,1444,4962,,1427,76,12463,,9747,2717,10417,0,,803,1492,150,8225,549,23,
Jan-2008,50210,364,4676,715,3961,0,3711,249,,2486,1087,,1087,,,,,,,,1399,,1399,,42684,4095,206,3889,,1836,887,10632,,9312,1320,10601,0,,1302,1876,204,10326,539,387,
Feb-2008,53588,578,4527,804,3723,0,3394,329,,2067,1471,,1471,,,,,,,,597,0,597,,46415,5700,16,5684,,1956,42,11808,,10635,1173,11799,0,,345,2381,159,11572,624,30,
Mar-2008,56021,910,4534,1025,3510,0,2711,799,,2247,1553,,1553,,,,,,,,694,0,694,,48329,5691,187,5505,,1984,37,11110,,8900,2210,14729,0,,80,1766,159,11753,986,34,
Apr-2008,52168,419,3435,1073,2362,0,1515,847,,1773,1351,,1351,,,,,,,,422,0,422,,46540,6048,731,5318,,959,134,14169,,11620,2549,11299,0,,609,2020,199,10780,290,32,
May-2008,55579,581,3822,1168,2654,0,2230,424,,1813,1528,,1528,,,,,,,,285,0,285,,49363,5687,181,5505,,2346,96,15326,,13769,1557,12184,0,,115,2027,171,10865,518,28,
Jun-2008,64389,659,2560,1172,1388,0,646,742,,1950,1573,,1573,,,,,,,,376,0,376,,59221,6239,140,6099,,2590,134,22364,,19621,2743,10655,0,,712,2041,233,13225,886,143,
Jul-2008,63588,894,2430,1201,1229,0,553,676,,1986,1524,,1524,,,,,,,,461,0,461,,58278,7302,331,6971,,2899,463,22302,,19170,3132,10097,0,,474,2224,141,11450,497,430,
Aug-2008,63647,1234,1858,1132,726,0,593,133,,2635,1981,,1981,,,,,,,,654,0,654,,57919,4007,190,3817,,1910,49,26329,,22201,4128,10606,0,,143,1911,140,12031,488,304,
Sep-2008,39675,1173,1742,930,812,0,611,201,,1041,882,,882,,,,,,,,159,,159,,35719,3490,675,2814,,860,12,9380,,8182,1198,7339,0,,18,1529,129,11825,1109,30,
Oct-2008,51384,1321,3126,1078,2049,0,1748,301,,2287,1794,,1794,,,,,,,,493,0,493,,44650,4365,1140,3226,,1876,17,13078,,10471,2607,9819,0,,320,1641,143,11640,1269,482,
Nov-2008,51609,916,1961,1043,917,0,602,315,,2003,1509,,1509,,,,,,,,494,3,491,,46730,3929,447,3482,,1547,19,16318,,14350,1968,11345,0,,33,1490,100,11145,715,89,
Dec-2008,57533,1413,2279,1052,1227,0,949,278,,1188,964,,964,,,,,,,,224,5,219,,52653,6287,173,6114,,1627,15,20560,,18357,2203,9631,0,,528,1098,79,11515,584,728,
Jan-2009,59567,1122,4173,1411,2762,0,2365,397,,1812,1184,1184,1184,,,,,,,,628,0,627,,52460,4920,107,4813,,2379,320,20046,9896,8508,1643,10219,0,,17,1064,128,12891,464,12,
Feb-2009,50615,833,4788,1363,3425,0,3365,60,,1498,1293,1293,1293,,,,,,,,206,50,156,,43496,5106,14,5092,,1171,345,15081,7014,6072,1995,8497,0,,1106,1326,138,10164,526,35,
Mar-2009,56968,943,4177,1363,2813,0,2646,167,,2385,2067,2067,2067,,,,,,,,318,0,317,,49463,4453,16,4437,,1899,26,17190,6229,8197,2765,11462,0,,217,1752,137,11727,568,32,
Apr-2009,57010,799,3953,1195,2758,0,2203,556,,1575,1298,1298,1298,,,,,,,,277,,277,,50683,3948,266,3682,,1981,16,20531,8096,10575,1860,9718,0,,115,1530,247,11861,710,28,
May-2009,62468,1634,3012,1234,1778,0,1295,483,,2127,1773,1773,1773,,,,,,,,354,124,230,,55695,6563,331,6232,,2656,11,20099,10062,7610,2427,11969,0,,910,2145,166,10222,874,81,
Jun-2009,58881,1698,3128,1210,1918,0,1377,541,,2144,1860,1860,1860,,,,,,,,284,0,283,,51910,6155,13,6143,,1270,132,17352,5055,10657,1640,13810,0,,726,1943,210,9338,942,32,
Jul-2009,72794,971,3704,1104,2600,0,1693,908,,1964,1639,1639,1639,,,,,,,,325,50,275,,66154,7616,221,7395,,1505,131,19277,5503,11830,1944,18249,0,,639,2382,222,14746,1331,56,
Aug-2009,65687,1091,4844,1277,3567,0,3324,242,,2388,2096,2096,2096,,,,,,,,292,49,243,,57363,5041,371,4670,,1688,10,19120,5433,11751,1936,14726,0,,1123,1803,165,12746,912,29,
Sep-2009,63152,1265,3768,1116,2653,0,2307,345,,2452,1789,1789,1789,,,,,,,,663,204,459,,55666,5542,244,5298,,1901,291,18219,8084,8286,1849,15369,0,,1061,1532,187,10560,899,105,
Oct-2009,68907,2241,5104,1036,4068,0,3611,457,,2137,1231,1231,1209,22,,,,,,,906,49,857,,59426,6735,258,6477,,2949,15,17280,6776,7390,3114,14954,0,,615,1940,186,13511,1202,40,
Nov-2009,60870,1365,4671,953,3718,0,2997,721,,1372,890,890,498,393,,,,,,,481,109,372,,53462,5711,143,5568,,2226,185,17634,6835,9314,1484,12594,0,,430,1474,196,12110,865,35,
Dec-2009,61887,2022,5359,1074,4285,0,3742,543,,1771,1096,1096,647,449,,,,,,,675,99,576,,52734,9536,15,9521,,3605,199,12581,6745,4543,1294,10039,0,,1157,1801,184,12945,657,30,
Jan-2010,58797,1008,6011,986,5025,0,4065,960,,2327,1628,1304,935,369,324,324,,,,,698,78,621,,49451,6841,88,6753,,3514,11,12126,4682,6083,1362,9141,0,,1154,1631,130,14265,605,33,
Feb-2010,56949,1621,4401,1185,3216,0,2653,563,,2622,1861,1342,421,922,519,519,,,,,762,75,687,,48305,7053,107,6947,,1852,19,10896,4737,4617,1541,12833,0,,973,1556,122,12343,624,34,
Mar-2010,66622,1395,4811,1481,3330,0,2920,410,,3042,2413,1260,897,363,1153,1153,,,,,629,50,579,,57374,11271,213,11058,,2173,147,14073,5384,7349,1339,13915,0,,1199,1892,169,11548,950,36,
Apr-2010,72974,1095,5270,1624,3647,0,2795,851,,4726,2751,1778,999,779,973,973,,,,,1974,0,1974,,61883,9238,487,8752,,2281,70,20552,9840,8883,1829,11780,0,,1274,2093,167,13594,797,37,
May-2010,74372,1121,5448,1372,4077,0,3757,319,,3413,1900,1486,856,630,414,414,,,,,1513,2,1511,,64390,5714,494,5220,,2441,12,23428,9285,12561,1583,13436,0,,905,2331,165,14957,957,42,
Jun-2010,69117,937,3744,826,2918,0,2726,192,,3653,1841,1454,876,578,387,387,,,,,1812,0,1812,,60783,8517,609,7909,,1701,9,19153,5995,11881,1277,13193,0,,723,1549,159,14702,1035,41,
Jul-2010,77999,2140,5262,831,4430,0,3265,1165,,4021,2925,2322,1277,1045,603,603,,,,,1096,1,1095,,66576,8765,317,8448,,2539,4,23893,9845,11879,2169,13206,0,,225,2047,156,14973,736,33,
Aug-2010,74719,1113,4094,807,3287,0,2943,344,,4763,3039,2333,1718,614,707,707,,,,,1723,50,1673,,64749,6593,278,6316,,2630,12,21734,7813,12958,963,15053,0,,1415,1977,206,14243,848,39,
Sep-2010,70337,1838,4662,684,3978,0,3130,848,,3529,2839,1910,1317,593,929,929,,,,,690,99,591,,60308,6781,341,6440,,2426,12,22936,13038,9430,467,12004,0,,1276,1660,139,12088,957,28,
Oct-2010,76880,728,5330,724,4606,0,3732,873,,3571,2423,1589,1196,393,834,834,,,,,1148,50,1098,,67251,8769,468,8301,,1973,15,27107,15602,9907,1599,10668,0,,1335,1976,130,14084,1162,32,
Nov-2010,77955,953,4931,718,4213,0,3586,627,,3897,2572,1642,1060,582,930,930,,,,,1325,93,1232,,68174,12398,22,12376,,3082,3,23737,15379,7216,1143,11304,0,,1005,1673,122,13419,1309,122,
Dec-2010,81965,1249,5878,555,5323,0,4286,1036,,4951,3867,2150,1482,668,1717,1717,,,,,1084,50,1034,,69887,16022,341,15682,,4141,67,19791,13120,5825,845,11117,0,,1552,2191,175,13651,1110,69,
Jan-2011,85257,2228,6591,2295,4296,0,3945,351,,5202,3169,1578,1026,553,1591,1364,227,,,,2033,98,1935,,71236,12833,133,12700,,3906,235,22774,15640,5575,1559,13746,0,,1431,1786,154,13808,540,25,
Feb-2011,73766,847,5381,1947,3434,0,2951,482,,4017,2517,1021,638,382,1496,1425,71,,,,1500,50,1450,,63522,11379,146,11232,,2786,275,18666,11833,6291,541,13258,0,,1151,1693,185,13412,681,36,
Mar-2011,84709,1126,8378,2630,5748,0,4810,938,,6653,4407,2198,1537,661,2209,2003,206,,,,2246,84,2162,,68553,13504,14,13491,,2715,121,20182,12549,5935,1698,11296,0,,750,2387,166,16515,867,49,
Apr-2011,92143,1227,10429,4584,5845,0,5240,606,,6954,4850,1780,1089,691,3070,2865,205,,,,2105,51,2053,,73532,14365,223,14141,,3059,20,26191,18617,4774,2800,12269,0,,1042,2262,166,13528,555,74,
May-2011,84787,1148,9041,3167,5874,0,4596,1278,,4788,3253,1382,1218,164,1871,1743,129,,,,1535,4,1531,,69811,13869,144,13725,,1733,270,22569,13688,5145,3737,14019,0,,520,2708,172,13013,901,38,
Jun-2011,81474,1066,8286,3664,4622,0,3712,910,,4416,3280,1480,862,618,1800,1604,196,,,,1136,3,1132,,67706,11841,424,11417,,2221,99,21771,13473,6113,2185,12490,0,,1076,2234,149,14736,1042,44,
Jul-2011,94637,2263,8131,3614,4517,0,3154,1363,,5984,5052,1847,1111,736,3205,3036,168,,,,932,0,932,,78259,10411,347,10064,,3390,32,29464,20024,3353,6088,14610,0,,1313,2054,127,15821,998,39,
Aug-2011,93075,1047,7848,3268,4580,0,3535,1046,,5243,4005,2684,1811,874,1321,1246,75,,,,1238,4,1234,,78937,16617,302,16315,,2806,36,25886,18676,5587,1623,14242,0,,1510,2070,187,14077,1458,47,
Sep-2011,95223,1065,7673,3017,4656,0,4006,650,,5067,3986,1302,820,482,2684,2525,160,,,,1081,1,1080,,81418,15866,494,15372,,3089,207,27925,17280,6202,4443,13398,0,,1070,1879,161,16387,1325,112,
Oct-2011,96327,1568,5201,2804,2396,0,1822,574,,6288,5083,2052,1333,719,3031,2895,136,,,,1205,40,1164,,83271,16217,263,15953,,2419,107,33064,22214,5997,4853,10514,0,,1361,2241,183,15649,1479,37,
Nov-2011,94763,1928,6519,2547,3972,0,3657,315,,6388,5226,1455,1087,368,3771,3634,137,,,,1162,78,1084,,79927,18772,232,18540,,3173,286,28286,19330,4450,4506,10764,0,,1302,1598,162,14835,709,41,
Dec-2011,113687,1646,7491,3300,4191,0,3816,375,,6981,6012,1855,1453,401,4158,4117,40,,,,969,11,958,,97570,19103,336,18766,,4027,506,34969,22734,6118,6116,14316,0,,1061,2015,199,20440,892,42,
Jan-2012,88958,2425,8313,2754,5559,0,5089,470,,6171,4161,2084,1514,570,2077,1819,258,,,,2009,521,1489,,72048,11300,,11300,,3562,242,27049,19238,4862,2948,11932,0,,1008,2053,159,13917,743,85,
Feb-2012,86825,2127,9153,4024,5129,0,4188,941,,6277,3468,1558,1279,279,1909,1785,125,,,,2810,1183,1627,,69268,10595,,10595,,3650,34,26880,19799,5271,1810,9066,0,,1160,1916,138,15170,547,110,
Mar-2012,96593,2196,9210,3426,5785,0,4695,1089,,6492,3632,1451,790,662,2181,1992,189,,,,2859,1063,1796,,78694,13761,,13761,,3090,295,28243,18025,4936,5282,12934,0,,1438,2678,153,15100,870,132,
Apr-2012,98153,1228,9782,3142,6640,0,5610,1030,,6107,3581,1575,1319,256,2005,1775,230,,,,2527,940,1586,,81036,11294,,11294,,2697,45,32346,20630,3959,7757,12633,0,,1806,2323,193,16096,1477,128,
May-2012,99428,2571,8365,3065,5300,0,4503,797,,6404,4191,2474,1757,718,1717,1397,320,,,,2212,945,1267,,82088,9744,,9744,,3864,,32623,25850,3660,3113,15744,0,,1720,2568,187,14710,768,160,
Jun-2012,96473,1381,9744,3933,5811,0,4790,1022,,5929,3557,1755,1682,72,1802,1410,392,,,,2372,685,1688,,79418,10286,,10286,,4562,47,32592,22528,3632,6431,11079,0,,1922,2638,175,14888,1040,190,
Jul-2012,100361,2388,9943,3642,6301,0,5187,1114,,6977,3942,1997,1300,697,1946,1519,426,,,,3035,976,2059,,81053,11835,,11835,,4390,110,32425,23844,4381,4200,9551,0,,1841,2581,146,17121,975,78,
Aug-2012,95526,1866,8998,3611,5387,0,4816,571,,7478,3552,1943,1608,335,1609,1206,403,,,,3926,935,2991,,77184,11788,,11788,,3410,,30352,22173,3160,5018,12230,0,,1217,2631,174,13909,1191,282,
Sep-2012,94911,2038,9805,4834,4971,0,4451,520,,6629,3747,2261,1649,612,1485,1191,295,,,,2882,708,2174,,76439,11914,,11914,,3920,195,30099,20153,3187,6759,10295,0,,1537,2093,170,14639,1468,109,
Oct-2012,100897,2079,10254,3859,6395,0,5854,542,,6301,3017,1524,1235,288,1493,1284,209,,,,3284,1044,2240,,82264,14318,,14318,,4637,242,32471,23169,3895,5407,10656,0,,989,1934,173,16081,721,43,
Nov-2012,102124,2201,11384,3689,7695,0,6987,708,,5975,2836,1806,1254,551,1030,965,65,,,,3139,429,2711,,82563,14524,,14524,,4801,356,31828,23867,5141,2821,11505,0,,1806,1873,156,14912,678,123,
Dec-2012,112717,2191,10102,3157,6945,0,6319,625,,7620,2824,1368,1080,287,1456,1313,143,,,,4796,696,4100,,92803,18299,,18299,,5874,429,31724,22882,4269,4574,14544,0,,1402,2039,158,17625,674,35,
Jan-2013,89320,3384,8607,2888,5719,,5039,680,,9796,2445,911,624,287,1534,1518,16,3245,3245,,4106,408,3699,,67534,13242,,13242,,5075,411,23996,17869,2671,3456,7525,,,,1852,159,14490,762,21,
Feb-2013,91836,3705,10893,4841,6052,,5283,770,,10384,3174,2121,1770,351,1054,1017,37,1994,1994,,5216,895,4321,,66854,13678,,13678,,2736,480,23329,17502,2927,2901,8915,,,,2178,152,14705,657,24,
Mar-2013,96447,3310,13353,3556,9798,,8820,977,,9533,3495,2006,1403,603,1488,1312,176,1302,1302,,4736,789,3947,,70251,9782,,9782,,4093,8,25032,18617,4382,2032,13839,,,,1971,160,14653,680,33,
Apr-2013,97041,4151,12455,3140,9315,,8483,832,,11040,2889,1552,1233,319,1338,967,371,3489,3489,,4662,1103,3559,,69394,7860,,7860,,4103,9,25297,18245,3625,3428,11676,,,,1925,153,17776,556,38,
May-2013,107618,4034,14602,4123,10479,,9552,927,,8397,3504,1989,1371,618,1515,952,563,1795,1795,,3098,1194,1904,,80584,7746,,7746,,3718,142,34823,24685,4791,5347,14942,,,,2383,204,16064,526,36,
Jun-2013,107810,3723,10521,1511,9010,,8023,987,,9564,3147,1763,1443,321,1383,796,587,2856,2856,,3561,1072,2489,,84002,8661,,8661,,5382,41,38771,28288,4821,5662,12308,,,,2231,157,15844,575,32,
Jul-2013,119369,3217,17197,7193,10004,,8516,1488,,10354,3424,2165,1878,287,1259,830,429,3295,3295,,3635,1146,2489,,88602,10185,,10185,,4681,188,41871,33399,5065,3406,11221,,,,2280,158,17139,843,36,
Aug-2013,115463,2192,15627,5148,10479,,9124,1356,,7273,4048,2179,1528,651,1869,1182,687,2138,2138,,1088,649,439,,90370,11695,,11695,,6039,103,40548,30119,5396,5032,11970,,,,2418,172,16438,947,40,
Sep-2013,108947,3162,12792,1898,10894,,9997,897,,11341,3686,1876,1499,377,1810,1299,511,3502,3502,,4152,859,3293,,81653,9604,,9604,,4222,6,40543,33919,3868,2756,8490,,,,2427,184,15067,1079,31,
Oct-2013,126288,3679,20819,7590,13229,,12633,597,,11885,3642,2021,1368,653,1621,1206,415,3688,3688,,4555,1172,3383,,89905,11884,,11884,,4281,305,41958,32543,5184,4231,10057,,,,2587,147,17890,759,37,
Nov-2013,119000,7578,14891,2100,12791,,12295,496,,13056,4114,1573,1285,287,2542,2134,408,4798,4798,,4144,934,3209,,83474,13115,,13115,,6064,298,38029,30235,5369,2425,9568,,,,2085,186,13400,696,33,
Dec-2013,142649,6834,19183,5895,13288,,12398,890,,18259,4154,2154,1770,384,2000,1525,476,8491,8491,,5614,1275,4339,,98373,18695,,18695,,6593,265,39691,33472,3977,2241,11642,,,,2360,170,17752,1170,34,
Jan-2014,121251,7698,18495,4899,13596,445,11015,2135,,16175,3926,1700,985,715,2225,2091,134,6377,6183,193,5873,887,4987,,78883,14722,,14722,,4206,719,33099,27996,3124,1978,10054,,,,1693,151,13507,709,24,
Feb-2014,102416,6907,15409,4278,11131,676,9567,888,,10088,2735,1077,789,288,1658,1517,141,3892,3801,91,3461,720,2740,,70013,11860,,11860,,4087,511,23870,19837,2144,1888,12017,,,,2109,147,14642,746,24,
Mar-2014,123780,7794,18288,4766,13522,650,10256,2617,,10470,3690,1540,1159,381,2150,2059,91,2994,2799,195,3787,719,3068,,87227,12434,,12434,,4382,184,31432,24724,3004,3704,13847,,,,2466,145,21426,875,38,
Apr-2014,119225,8448,20152,5368,14783,507,12201,2076,,9701,3945,2024,1106,918,1921,1659,261,4161,4074,87,1596,58,1537,,80924,11854,,11854,,3428,112,34850,29405,3226,2219,9808,,,,2062,182,17804,788,37,
May-2014,127495,9567,22379,4926,17454,891,13967,2596,,10619,3300,1827,1391,436,1473,1265,208,5307,5172,136,2012,53,1959,,84929,15335,,15335,,4908,174,36009,27028,4232,4749,10178,,,,1984,150,15813,337,41,
